0.564171,0.191348,0.209342,0.271814,0.160516,0.149559,0.521030,0.304603,0.212609,67858.600000,638279762433.705080,0.000000,121344166.875000,60011.500000,139446.500000,44371.336760,42509.058744,24367.250000,17516.500000,17937.250000,75297.300000,638326183933.877200,0.000000,247979678.625000,36937.000000,54452.000000,49311.459524,48658.427944,38064.000000,16106.000000,11309.500000,65747.200000,638266572708.853760,0.000000,379968238.125000,45172.500000,67823.000000,46290.407738,45183.264779,59018.250000,5927.000000,590.750000,0.000000
0.586403,0.096318,0.156172,0.370903,0.144044,0.073574,0.639305,0.194200,0.146961,82557.076190,638346930209.047850,0.000000,205099351.250000,62517.500000,192834.000000,46363.634515,44391.109124,12028.000000,7929.250000,14785.000000,64805.200000,638260694306.944820,0.000000,446556017.500000,30332.500000,40751.000000,51882.482143,51384.961746,53474.250000,9279.000000,2677.250000,65527.400000,638265200633.300290,0.000000,686620069.500000,34653.000000,52136.000000,50709.972024,49925.724765,59666.000000,5344.000000,526.000000,1.000000
0.497402,0.222821,0.213506,0.313590,0.122355,0.073628,0.524842,0.231790,0.157034,63067.700000,638249869084.276120,0.000000,69094962.250000,80311.000000,233946.500000,40908.430438,38167.320982,14904.750000,12062.250000,24732.500000,61325.900000,638238983268.464600,0.000000,157181514.250000,46072.000000,84938.500000,47029.570437,45926.597923,35209.250000,16467.250000,12059.750000,65569.400000,638265463967.900390,0.000000,272128391.250000,49164.000000,82548.500000,45523.719643,44171.679928,51156.750000,11944.750000,2432.500000,2.000000
0.557059,0.193627,0.195234,0.043658,0.021196,0.014848,0.844870,0.147317,0.115355,51412.500000,638177115094.391360,0.000000,89126926.875000,68820.500000,172469.000000,42159.468561,39954.275490,21598.000000,15606.000000,23544.750000,66030.500000,638268342277.038820,0.000000,261220602.250000,45422.000000,71621.500000,46503.900893,45365.283384,50177.250000,12563.750000,2588.750000,65517.000000,638265136196.092770,0.000000,290349742.500000,52248.500000,85993.000000,44241.851190,42723.856904,55720.500000,9152.500000,663.000000,3.000000
0.452379,0.124100,0.132827,0.572573,0.206512,0.117624,0.726134,0.248880,0.240968,82193.400000,638369240875.429810,0.000000,108334511.375000,62497.000000,144545.500000,43667.695427,41592.200635,17116.000000,12922.750000,24374.250000,68698.000000,638284991391.670650,0.000000,300549066.000000,40452.500000,59474.000000,47993.653274,47141.509140,52204.250000,10721.000000,2500.000000,65511.700000,638265103066.426390,0.000000,318706082.875000,49406.000000,78605.500000,45017.202381,43694.982347,56550.000000,8187.000000,799.000000,4.000000
0.365020,0.155102,0.112985,0.403103,0.169934,0.180228,0.653784,0.271778,0.225918,67913.500000,638280113710.992070,0.000000,67763335.250000,75759.000000,206043.000000,41307.419787,38731.830493,15878.000000,12229.250000,24221.750000,61796.000000,638241914215.837520,0.000000,208211243.500000,41487.000000,63593.000000,47840.768155,46904.990039,43228.000000,15142.750000,6970.000000,65498.500000,638265021306.512080,0.000000,269402301.250000,50694.000000,84920.000000,44958.696726,43510.782113,51690.000000,11863.500000,1980.500000,5.000000
0.473744,0.196314,0.199217,0.256331,0.156801,0.173678,0.699933,0.245792,0.204388,61289.700000,638238768925.102780,0.000000,67037111.500000,76526.500000,200763.000000,40667.599396,38026.838955,17497.250000,13339.750000,23911.000000,62646.000000,638247222723.935300,0.000000,144734957.875000,51524.000000,92232.000000,44930.355790,43506.107450,35159.750000,15789.000000,13212.000000,65463.500000,638264803434.719120,0.000000,216601388.625000,54443.500000,93849.500000,43776.384226,42139.655547,47993.500000,14044.250000,3486.000000,6.000000
0.428325,0.237638,0.209604,0.576268,0.299672,0.131815,0.653311,0.265296,0.157030,78745.700000,638347725535.741820,0.000000,82376066.625000,80337.000000,236267.000000,41343.206737,38586.567970,13532.250000,10579.500000,26673.500000,68250.800000,638282199695.163090,0.000000,330590949.250000,32622.000000,42338.500000,50662.466071,50177.106194,53998.750000,10635.000000,902.250000,65695.200000,638266248077.155520,0.000000,398098689.500000,41630.000000,59725.000000,47416.808929,46510.776862,59668.750000,5449.000000,418.250000,7.000000
0.542237,0.029059,0.043994,0.467386,0.201955,0.218361,0.497313,0.212384,0.221383,72063.600000,638306011038.024170,0.000000,85425192.750000,68056.500000,167628.500000,42445.182440,40221.114001,17116.750000,13852.000000,30658.500000,63212.700000,638250755918.168460,0.000000,238939351.750000,43246.000000,65292.500000,47056.314286,46062.962227,46989.750000,12988.750000,5313.750000,65534.300000,638265244507.244630,0.000000,287069700.750000,50819.000000,82619.000000,44625.981250,43225.672912,54148.500000,9532.500000,1855.000000,8.000000
0.556948,0.085378,0.125273,0.433940,0.223654,0.182365,0.494415,0.221738,0.114644,72254.500000,638307205430.069340,0.000000,70509638.375000,80797.500000,220988.500000,40145.468822,37288.651084,17294.250000,13375.500000,24588.250000,62268.400000,638244863534.125000,0.000000,171591855.375000,48604.000000,84382.000000,45951.799702,44628.443390,39121.500000,17615.750000,8384.750000,65492.000000,638264981264.937260,0.000000,232821224.750000,55743.000000,99648.500000,43624.918750,41901.804137,48543.000000,13406.750000,3574.750000,9.000000
0.502934,0.060916,0.046733,0.362880,0.187957,0.135531,0.646489,0.129665,0.137585,72608.900000,638309416875.327510,0.000000,81935670.750000,63769.000000,157507.000000,43790.324044,41761.170411,19190.750000,13660.750000,23789.500000,73165.900000,638312881048.729490,0.000000,195864617.375000,38556.000000,62453.500000,49177.356250,48409.558424,35577.250000,19620.000000,10262.750000,65680.800000,638266158744.472660,0.000000,345144076.375000,47297.000000,77667.000000,46061.597917,44820.673636,54822.750000,9144.000000,1569.250000,10.000000
0.560322,0.026101,0.052642,0.463455,0.183913,0.131485,0.612346,0.221545,0.107353,63755.376190,638251177554.911250,0.000000,66026269.500000,80650.500000,230694.500000,40766.512960,37941.600601,15651.250000,12879.250000,23915.250000,67965.000000,638280417509.938350,0.000000,253325510.625000,41792.000000,64704.000000,47739.143452,46825.245628,47468.000000,12856.250000,4720.250000,65615.900000,638265753557.467530,0.000000,304247548.875000,47737.000000,75001.500000,45601.211310,44348.471401,55649.750000,9003.500000,882.750000,11.000000
0.569040,0.020214,0.040153,0.429722,0.192845,0.161034,0.668281,0.171309,0.144082,69467.200000,638289808433.024900,0.000000,62760745.250000,86114.000000,249005.500000,39243.459100,36175.055876,17207.500000,13947.250000,23787.000000,63967.500000,638255468301.839840,0.000000,204581689.375000,44490.000000,70696.500000,46808.928869,45769.392801,43190.000000,13912.000000,7811.500000,65499.300000,638265026610.071290,0.000000,237453392.625000,53924.500000,94641.500000,44129.752679,42510.883200,49936.500000,12626.250000,2967.250000,12.000000
